wavelength,power,intensity
372.516,-0.4,-2.96E-43
372.725,-0.06,-4.45E-44
372.934,-0.13,-9.64E-44
373.142,0.23,1.71E-43
373.351,0.33,2.45E-43
373.56,-0.27,-2.01E-43
373.768,0,0
373.977,0.13,9.67E-44
374.186,-0.09,-6.70E-44
374.394,0.16,1.19E-43
374.603,-0.1,-7.45E-44
374.811,-0.02,-1.49E-44
375.02,-0.05,-3.73E-44
375.228,-0.09,-6.71E-44
375.437,-0.11,-8.21E-44
375.646,-0.26,-1.94E-43
375.854,0.05,3.74E-44
376.063,-0.04,-2.99E-44
376.271,-0.31,-2.32E-43
376.48,-0.13,-9.73E-44
376.688,-0.12,-8.99E-44
376.896,-0.26,-1.95E-43
377.105,0.09,6.75E-44
377.313,-0.36,-2.70E-43
377.522,-0.18,-1.35E-43
377.73,0.05,3.75E-44
377.939,-0.09,-6.76E-44
378.147,0.12,9.02E-44
378.355,-0.32,-2.41E-43
378.564,0.16,1.20E-43
378.772,0.09,6.78E-44
378.98,-0.16,-1.21E-43
379.189,0.06,4.52E-44
379.397,-0.35,-2.64E-43
379.605,-0.31,-2.34E-43
379.813,0.04,3.02E-44
380.022,0.01,7.56E-45
380.23,-0.16,-1.21E-43
380.438,-0.1,-7.56E-44
380.646,-0.11,-8.32E-44
380.855,-0.3,-2.27E-43
381.063,0.05,3.79E-44
381.271,-0.06,-4.55E-44
381.479,-0.17,-1.29E-43
381.687,0.01,7.59E-45
381.895,-0.13,-9.87E-44
382.103,0.26,1.98E-43
382.312,-0.16,-1.22E-43
382.52,-0.06,-4.56E-44
382.728,-0.09,-6.85E-44
382.936,0.01,7.61E-45
383.144,-0.14,-1.07E-43
383.352,0.09,6.86E-44
383.56,-0.11,-8.39E-44
383.768,-0.04,-3.05E-44
383.976,-0.36,-2.75E-43
384.184,-0.3,-2.29E-43
384.392,0.04,3.06E-44
384.6,-0.02,-1.53E-44
384.808,0.02,1.53E-44
385.016,0.24,1.84E-43
385.224,-0.11,-8.42E-44
385.431,0.14,1.07E-43
385.639,0.19,1.46E-43
385.847,-0.09,-6.90E-44
386.055,-0.3,-2.30E-43
386.263,0.08,6.14E-44
386.471,-0.3,-2.31E-43
386.678,-0.23,-1.77E-43
386.886,-0.01,-7.69E-45
387.094,-0.12,-9.23E-44
387.302,0.09,6.93E-44
387.51,-0.07,-5.39E-44
387.717,-0.05,-3.85E-44
387.925,-0.11,-8.48E-44
388.133,-0.28,-2.16E-43
388.341,-0.07,-5.40E-44
388.548,-0.32,-2.47E-43
388.756,0.14,1.08E-43
388.964,0.04,3.09E-44
389.171,-0.08,-6.19E-44
389.379,-0.02,-1.55E-44
389.586,-0.34,-2.63E-43
389.794,-0.09,-6.97E-44
390.002,-0.22,-1.71E-43
390.209,-0.19,-1.47E-43
390.417,-0.25,-1.94E-43
390.624,0.01,7.77E-45
390.832,0.07,5.44E-44
391.039,0.11,8.55E-44
391.247,-0.01,-7.78E-45
391.454,-0.26,-2.02E-43
391.662,-0.1,-7.79E-44
391.869,-0.09,-7.01E-44
392.077,0.05,3.90E-44
392.284,-0.16,-1.25E-43
392.492,0.17,1.33E-43
392.699,-0.18,-1.41E-43
392.907,-0.22,-1.72E-43
393.114,0.2,1.56E-43
393.321,-0.12,-9.38E-44
393.529,-0.06,-4.69E-44
393.736,-0.21,-1.64E-43
393.943,-0.09,-7.05E-44
394.151,-0.06,-4.70E-44
394.358,0.02,1.57E-44
394.565,0.11,8.63E-44
394.773,-0.18,-1.41E-43
394.98,0.09,7.07E-44
395.187,-0.01,-7.86E-45
395.394,-0.04,-3.14E-44
395.601,0.05,3.93E-44
395.809,-0.15,-1.18E-43
396.016,-0.08,-6.30E-44
396.223,0.03,2.36E-44
396.43,-0.29,-2.29E-43
396.637,-0.06,-4.73E-44
396.845,-0.07,-5.52E-44
397.052,-0.35,-2.76E-43
397.259,0.17,1.34E-43
397.466,-0.27,-2.13E-43
397.673,-0.05,-3.95E-44
397.88,-0.09,-7.12E-44
398.087,-0.31,-2.45E-43
398.294,-0.07,-5.54E-44
398.501,0.06,4.75E-44
398.708,-0.01,-7.93E-45
398.915,-0.05,-3.97E-44
399.122,-0.07,-5.55E-44
399.329,0.25,1.98E-43
399.536,-0.06,-4.77E-44
399.743,0.04,3.18E-44
399.95,-0.28,-2.23E-43
400.157,-0.21,-1.67E-43
400.364,0.07,5.57E-44
400.571,0.06,4.78E-44
400.778,-0.09,-7.17E-44
400.984,-0.18,-1.43E-43
401.191,-0.09,-7.18E-44
401.398,0,0
401.605,-0.49,-3.91E-43
401.812,-0.24,-1.92E-43
402.018,-0.35,-2.80E-43
402.225,-0.19,-1.52E-43
402.432,-0.11,-8.80E-44
402.639,0.13,1.04E-43
402.846,-0.27,-2.16E-43
403.052,0.1,8.01E-44
403.259,0.11,8.82E-44
403.466,-0.14,-1.12E-43
403.672,-0.04,-3.21E-44
403.879,0.01,8.03E-45
404.086,-0.24,-1.93E-43
404.292,0,0
404.499,-0.29,-2.33E-43
404.706,-0.23,-1.85E-43
404.912,-0.07,-5.63E-44
405.119,0.05,4.03E-44
405.325,-0.32,-2.58E-43
405.532,-0.36,-2.90E-43
405.738,-0.03,-2.42E-44
405.945,-0.11,-8.88E-44
406.151,0.13,1.05E-43
406.358,-0.08,-6.46E-44
406.564,-0.24,-1.94E-43
406.771,-0.1,-8.09E-44
406.977,-0.37,-2.99E-43
407.184,0.17,1.38E-43
407.39,-0.14,-1.13E-43
407.597,-0.11,-8.91E-44
407.803,-0.32,-2.59E-43
408.009,0.19,1.54E-43
408.216,-0.08,-6.49E-44
408.422,-0.06,-4.87E-44
408.629,-0.14,-1.14E-43
408.835,-0.11,-8.94E-44
409.041,0.17,1.38E-43
409.248,-0.02,-1.63E-44
409.454,-0.11,-8.95E-44
409.66,-0.1,-8.14E-44
409.866,-0.13,-1.06E-43
410.073,-0.01,-8.15E-45
410.279,0.15,1.22E-43
410.485,-0.06,-4.90E-44
410.691,0,0
410.897,-0.1,-8.17E-44
411.104,-0.12,-9.81E-44
411.31,-0.33,-2.70E-43
411.516,-0.14,-1.15E-43
411.722,0.08,6.55E-44
411.928,-0.15,-1.23E-43
412.134,-0.17,-1.39E-43
412.34,-0.16,-1.31E-43
412.547,-0.21,-1.72E-43
412.753,-0.23,-1.89E-43
412.959,-0.24,-1.97E-43
413.165,-0.01,-8.21E-45
413.371,-0.12,-9.86E-44
413.577,0.06,4.93E-44
413.783,-0.29,-2.39E-43
413.989,-0.34,-2.80E-43
414.195,0.04,3.29E-44
414.401,-0.05,-4.12E-44
414.607,-0.1,-8.24E-44
414.812,-0.05,-4.12E-44
415.018,-0.05,-4.13E-44
415.224,-0.31,-2.56E-43
415.43,0.13,1.07E-43
415.636,-0.02,-1.65E-44
415.842,-0.28,-2.31E-43
416.048,0.05,4.14E-44
416.254,-0.21,-1.74E-43
416.459,-0.46,-3.81E-43
416.665,-0.13,-1.08E-43
416.871,-0.05,-4.14E-44
417.077,0.06,4.98E-44
417.283,0.07,5.81E-44
417.488,-0.27,-2.24E-43
417.694,-0.21,-1.74E-43
417.9,-0.24,-1.99E-43
418.105,-0.07,-5.82E-44
418.311,0.06,4.99E-44
418.517,-0.03,-2.50E-44
418.722,-0.01,-8.32E-45
418.928,-0.02,-1.67E-44
419.134,0.13,1.08E-43
419.339,0.18,1.50E-43
419.545,-0.06,-5.00E-44
419.751,-0.14,-1.17E-43
419.956,0.01,8.35E-45
420.162,0.01,8.35E-45
420.367,-0.2,-1.67E-43
420.573,-0.2,-1.67E-43
420.778,-0.05,-4.18E-44
420.984,-0.01,-8.37E-45
421.189,-0.01,-8.37E-45
421.395,-0.07,-5.86E-44
421.6,0.11,9.22E-44
421.806,-0.04,-3.35E-44
422.011,-0.12,-1.01E-43
422.217,0.1,8.39E-44
422.422,-0.17,-1.43E-43
422.627,0.08,6.72E-44
422.833,-0.07,-5.88E-44
423.038,0.02,1.68E-44
423.243,-0.08,-6.73E-44
423.449,-0.16,-1.35E-43
423.654,-0.03,-2.53E-44
423.859,-0.31,-2.61E-43
424.065,-0.14,-1.18E-43
424.27,-0.08,-6.75E-44
424.475,0.11,9.28E-44
424.681,-0.03,-2.53E-44
424.886,-0.15,-1.27E-43
425.091,-0.05,-4.23E-44
425.296,0.07,5.92E-44
425.501,-0.47,-3.98E-43
425.707,0,0
425.912,-0.07,-5.93E-44
426.117,0.01,8.47E-45
426.322,-0.15,-1.27E-43
426.527,0.04,3.39E-44
426.732,-0.07,-5.94E-44
426.937,-0.23,-1.95E-43
427.142,-0.17,-1.44E-43
427.348,0.01,8.50E-45
427.553,-0.05,-4.25E-44
427.758,0.14,1.19E-43
427.963,-0.17,-1.45E-43
428.168,-0.01,-8.51E-45
428.373,0.08,6.81E-44
428.578,-0.1,-8.52E-44
428.783,-0.09,-7.67E-44
428.988,-0.15,-1.28E-43
429.193,-0.17,-1.45E-43
429.397,-0.01,-8.54E-45
429.602,-0.08,-6.83E-44
429.807,0,0
430.012,-0.01,-8.55E-45
430.217,0.11,9.41E-44
430.422,-0.1,-8.56E-44
430.627,-0.36,-3.08E-43
430.832,0.02,1.71E-44
431.036,-0.34,-2.91E-43
431.241,-0.09,-7.72E-44
431.446,-0.29,-2.49E-43
431.651,-0.16,-1.37E-43
431.855,0.03,2.58E-44
432.06,-0.07,-6.01E-44
432.265,-0.11,-9.45E-44
432.47,0.02,1.72E-44
432.674,0.03,2.58E-44
432.879,0.06,5.16E-44
433.084,-0.27,-2.32E-43
433.288,-0.06,-5.17E-44
433.493,0.08,6.89E-44
433.698,0.02,1.72E-44
433.902,-0.27,-2.33E-43
434.107,-0.18,-1.55E-43
434.311,0.19,1.64E-43
434.516,0.05,4.32E-44
434.721,-0.17,-1.47E-43
434.925,0.09,7.78E-44
435.13,0.1,8.65E-44
435.334,-0.1,-8.65E-44
435.539,-0.06,-5.20E-44
435.743,-0.03,-2.60E-44
435.948,-0.05,-4.33E-44
436.152,-0.17,-1.47E-43
436.357,0.03,2.60E-44
436.561,0.29,2.52E-43
436.765,0.06,5.21E-44
436.97,0.09,7.82E-44
437.174,0,0
437.379,0.1,8.70E-44
437.583,-0.1,-8.70E-44
437.787,0.23,2.00E-43
437.992,0.04,3.48E-44
438.196,-0.04,-3.48E-44
438.4,0.06,5.23E-44
438.605,-0.27,-2.35E-43
438.809,0.11,9.60E-44
439.013,0.03,2.62E-44
439.217,-0.12,-1.05E-43
439.422,0.15,1.31E-43
439.626,-0.25,-2.19E-43
439.83,0.03,2.62E-44
440.034,-0.15,-1.31E-43
440.238,-0.15,-1.31E-43
440.442,-0.17,-1.49E-43
440.647,0.08,7.01E-44
440.851,-0.2,-1.75E-43
441.055,0.05,4.38E-44
441.259,-0.02,-1.75E-44
441.463,-0.13,-1.14E-43
441.667,0.04,3.51E-44
441.871,-0.01,-8.78E-45
442.075,0.16,1.41E-43
442.279,0.15,1.32E-43
442.483,-0.21,-1.85E-43
442.687,0.1,8.80E-44
442.891,0.12,1.06E-43
443.095,-0.01,-8.81E-45
443.299,-0.28,-2.47E-43
443.503,-0.18,-1.59E-43
443.707,-0.06,-5.29E-44
443.911,-0.07,-6.18E-44
444.115,-0.35,-3.09E-43
444.319,-0.15,-1.33E-43
444.523,-0.11,-9.72E-44
444.726,-0.17,-1.50E-43
444.93,-0.11,-9.73E-44
445.134,0.08,7.08E-44
445.338,-0.08,-7.08E-44
445.542,0.13,1.15E-43
445.746,0.13,1.15E-43
445.949,-0.12,-1.06E-43
446.153,0.01,8.87E-45
446.357,-0.15,-1.33E-43
446.561,-0.15,-1.33E-43
446.764,0,0
446.968,-0.38,-3.38E-43
447.172,-0.08,-7.11E-44
447.375,0.13,1.16E-43
447.579,-0.16,-1.42E-43
447.783,-0.06,-5.34E-44
447.986,0.08,7.13E-44
448.19,-0.13,-1.16E-43
448.393,-0.13,-1.16E-43
448.597,0.02,1.78E-44
448.801,-0.02,-1.78E-44
449.004,-0.4,-3.57E-43
449.208,-0.2,-1.79E-43
449.411,0.03,2.68E-44
449.615,0.05,4.47E-44
449.818,-0.31,-2.77E-43
450.022,-0.02,-1.79E-44
450.225,-0.23,-2.06E-43
450.429,0.02,1.79E-44
450.632,0.03,2.69E-44
450.836,-0.22,-1.97E-43
451.039,-0.12,-1.08E-43
451.242,-0.29,-2.60E-43
451.446,-0.29,-2.60E-43
451.649,-0.13,-1.17E-43
451.852,-0.01,-8.98E-45
452.056,-0.13,-1.17E-43
452.259,-0.13,-1.17E-43
452.462,0.1,9.00E-44
452.666,-0.01,-9.00E-45
452.869,0.15,1.35E-43
453.072,-0.17,-1.53E-43
453.276,0.13,1.17E-43
453.479,-0.24,-2.16E-43
453.682,-0.16,-1.44E-43
453.885,-0.04,-3.61E-44
454.088,0.23,2.08E-43
454.292,-0.07,-6.32E-44
454.495,-0.1,-9.04E-44
454.698,-0.21,-1.90E-43
454.901,0.02,1.81E-44
455.104,-0.03,-2.71E-44
455.307,0.01,9.05E-45
455.51,-0.23,-2.08E-43
455.713,0.27,2.45E-43
455.916,-0.31,-2.81E-43
456.12,0.08,7.25E-44
456.323,-0.03,-2.72E-44
456.526,0.09,8.17E-44
456.729,-0.29,-2.63E-43
456.932,0.04,3.63E-44
457.135,0.02,1.82E-44
457.338,-0.17,-1.55E-43
457.54,0.03,2.73E-44
457.743,0.17,1.55E-43
457.946,-0.05,-4.55E-44
458.149,0.14,1.28E-43
458.352,-0.13,-1.18E-43
458.555,0.09,8.20E-44
458.758,0.11,1.00E-43
458.961,-0.14,-1.28E-43
459.164,0.18,1.64E-43
459.366,-0.02,-1.83E-44
459.569,-0.04,-3.65E-44
459.772,-0.11,-1.01E-43
459.975,-0.14,-1.28E-43
460.178,0.04,3.66E-44
460.38,-0.22,-2.01E-43
460.583,0.03,2.75E-44
460.786,-0.16,-1.47E-43
460.988,-0.02,-1.83E-44
461.191,0.12,1.10E-43
461.394,0.22,2.02E-43
461.596,-0.16,-1.47E-43
461.799,0.17,1.56E-43
462.002,-0.09,-8.27E-44
462.204,-0.19,-1.75E-43
462.407,-0.24,-2.21E-43
462.61,0.12,1.10E-43
462.812,-0.34,-3.13E-43
463.015,0.09,8.28E-44
463.217,0.01,9.21E-45
463.42,0.16,1.47E-43
463.622,-0.09,-8.30E-44
463.825,-0.24,-2.21E-43
464.027,-0.34,-3.14E-43
464.23,-0.19,-1.75E-43
464.432,0.12,1.11E-43
464.635,-0.38,-3.51E-43
464.837,-0.24,-2.22E-43
465.039,-0.06,-5.55E-44
465.242,0.01,9.25E-45
465.444,-0.13,-1.20E-43
465.647,-0.24,-2.22E-43
465.849,-0.32,-2.96E-43
466.051,0.07,6.49E-44
466.254,-0.17,-1.58E-43
466.456,-0.12,-1.11E-43
466.658,-0.08,-7.42E-44
466.86,-0.15,-1.39E-43
467.063,0.04,3.71E-44
467.265,0.01,9.29E-45
467.467,0.18,1.67E-43
467.669,-0.3,-2.79E-43
467.872,0.03,2.79E-44
468.074,-0.19,-1.77E-43
468.276,0.02,1.86E-44
468.478,-0.12,-1.12E-43
468.68,0.12,1.12E-43
468.882,-0.12,-1.12E-43
469.085,0.05,4.66E-44
469.287,0,0
469.489,-0.05,-4.67E-44
469.691,0.11,1.03E-43
469.893,0.03,2.80E-44
470.095,-0.11,-1.03E-43
470.297,0.09,8.41E-44
470.499,-0.03,-2.81E-44
470.701,0.01,9.36E-45
470.903,0.05,4.68E-44
471.105,-0.05,-4.68E-44
471.307,-0.09,-8.43E-44
471.509,0,0
471.711,-0.07,-6.56E-44
471.913,0.12,1.13E-43
472.115,-0.02,-1.88E-44
472.316,-0.16,-1.50E-43
472.518,-0.04,-3.76E-44
472.72,-0.1,-9.40E-44
472.922,-0.08,-7.52E-44
473.124,-0.03,-2.82E-44
473.326,-0.01,-9.41E-45
473.527,0.03,2.82E-44
473.729,0.04,3.77E-44
473.931,0.03,2.83E-44
474.133,-0.3,-2.83E-43
474.335,-0.06,-5.66E-44
474.536,0.1,9.43E-44
474.738,-0.11,-1.04E-43
474.94,-0.04,-3.78E-44
475.141,-0.02,-1.89E-44
475.343,0.07,6.62E-44
475.545,-0.01,-9.45E-45
475.746,-0.09,-8.51E-44
475.948,-0.02,-1.89E-44
476.149,-0.1,-9.47E-44
476.351,-0.05,-4.74E-44
476.553,-0.13,-1.23E-43
476.754,0.05,4.74E-44
476.956,0.18,1.71E-43
477.157,-0.02,-1.90E-44
477.359,0.03,2.85E-44
477.56,-0.15,-1.42E-43
477.762,-0.04,-3.80E-44
477.963,0.02,1.90E-44
478.165,0.09,8.56E-44
478.366,-0.15,-1.43E-43
478.568,-0.16,-1.52E-43
478.769,-0.03,-2.86E-44
478.97,0,0
479.172,0.1,9.53E-44
479.373,-0.15,-1.43E-43
479.575,0.23,2.19E-43
479.776,-0.13,-1.24E-43
479.977,-0.12,-1.15E-43
480.179,0,0
480.38,-0.08,-7.64E-44
480.581,-0.24,-2.29E-43
480.782,-0.12,-1.15E-43
480.984,0.03,2.87E-44
481.185,0.02,1.91E-44
481.386,0.07,6.70E-44
481.587,0.02,1.91E-44
481.788,-0.11,-1.05E-43
481.99,0.06,5.75E-44
482.191,-0.05,-4.79E-44
482.392,-0.05,-4.80E-44
482.593,-0.09,-8.63E-44
482.794,0.11,1.06E-43
482.995,-0.09,-8.64E-44
483.196,-0.02,-1.92E-44
483.397,0.01,9.61E-45
483.599,0.02,1.92E-44
483.8,-0.07,-6.73E-44
484.001,0.05,4.81E-44
484.202,-0.11,-1.06E-43
484.403,0,0
484.604,-0.03,-2.89E-44
484.805,-0.07,-6.75E-44
485.006,0.02,1.93E-44
485.206,0.05,4.82E-44
485.407,-0.11,-1.06E-43
485.608,-0.13,-1.26E-43
485.809,-0.1,-9.66E-44
486.01,-0.04,-3.86E-44
486.211,-0.2,-1.93E-43
486.412,0.03,2.90E-44
486.613,0.04,3.87E-44
486.813,0.11,1.06E-43
487.014,-0.13,-1.26E-43
487.215,-0.07,-6.78E-44
487.416,-0.05,-4.85E-44
487.617,-0.09,-8.72E-44
487.817,-0.02,-1.94E-44
488.018,0,0
488.219,-0.08,-7.76E-44
488.42,-0.01,-9.71E-45
488.62,0.02,1.94E-44
488.821,-0.11,-1.07E-43
489.022,-0.03,-2.92E-44
489.222,0.07,6.81E-44
489.423,0.02,1.95E-44
489.623,-0.13,-1.27E-43
489.824,-0.14,-1.36E-43
490.025,-0.01,-9.74E-45
490.225,-0.15,-1.46E-43
490.426,-0.12,-1.17E-43
490.626,0.08,7.80E-44
490.827,0,0
491.027,-0.02,-1.95E-44
491.228,0.18,1.76E-43
491.428,-0.03,-2.93E-44
491.629,-0.21,-2.05E-43
491.829,-0.07,-6.84E-44
492.03,-0.22,-2.15E-43
492.23,0.04,3.91E-44
492.431,-0.01,-9.79E-45
492.631,0.11,1.08E-43
492.831,0.05,4.90E-44
493.032,0.05,4.90E-44
493.232,-0.05,-4.90E-44
493.432,-0.01,-9.81E-45
493.633,0,0
493.833,-0.08,-7.85E-44
494.033,0.11,1.08E-43
494.233,-0.05,-4.91E-44
494.434,-0.07,-6.88E-44
494.634,-0.05,-4.92E-44
494.834,0.07,6.89E-44
495.034,0.03,2.95E-44
495.235,-0.22,-2.17E-43
495.435,0.14,1.38E-43
495.635,-0.05,-4.93E-44
495.835,-0.04,-3.94E-44
496.035,-0.1,-9.86E-44
496.235,-0.07,-6.91E-44
496.436,0.09,8.88E-44
496.636,0.08,7.90E-44
496.836,0.1,9.88E-44
497.036,-0.11,-1.09E-43
497.236,0.07,6.92E-44
497.436,-0.12,-1.19E-43
497.636,-0.02,-1.98E-44
497.836,0.06,5.94E-44
498.036,-0.05,-4.95E-44
498.236,-0.07,-6.93E-44
498.436,0.09,8.92E-44
498.636,0.06,5.95E-44
498.836,0,0
499.036,0.01,9.92E-45
499.235,-0.06,-5.96E-44
499.435,-0.02,-1.99E-44
499.635,-0.07,-6.95E-44
499.835,-0.07,-6.96E-44
500.035,-0.05,-4.97E-44
500.235,0.07,6.96E-44
500.435,-0.12,-1.19E-43
500.634,-0.08,-7.96E-44
500.834,0.01,9.96E-45
501.034,-0.08,-7.97E-44
501.234,-0.11,-1.10E-43
501.433,-0.14,-1.40E-43
501.633,0.08,7.98E-44
501.833,-0.01,-9.98E-45
502.032,-0.02,-2.00E-44
502.232,0.06,5.99E-44
502.432,0.02,2.00E-44
502.631,0.06,6.00E-44
502.831,0.1,1.00E-43
503.031,-0.09,-9.00E-44
503.23,-0.1,-1.00E-43
503.43,0.05,5.00E-44
503.629,0.07,7.01E-44
503.829,-0.1,-1.00E-43
504.029,0.03,3.01E-44
504.228,-0.01,-1.00E-44
504.428,-0.03,-3.01E-44
504.627,0.02,2.01E-44
504.827,-0.05,-5.02E-44
505.026,-0.13,-1.31E-43
505.225,-0.01,-1.00E-44
505.425,-0.07,-7.03E-44
505.624,0.13,1.31E-43
505.824,-0.1,-1.01E-43
506.023,0.05,5.03E-44
506.222,-0.15,-1.51E-43
506.422,0.05,5.03E-44
506.621,0.06,6.04E-44
506.82,0,0
507.02,0.04,4.03E-44
507.219,0.02,2.02E-44
507.418,0.05,5.04E-44
507.618,0.02,2.02E-44
507.817,-0.24,-2.42E-43
508.016,0,0
508.215,0.04,4.04E-44
508.415,0.02,2.02E-44
508.614,0.05,5.06E-44
508.813,-0.18,-1.82E-43
509.012,-0.01,-1.01E-44
509.211,0,0
509.41,-0.08,-8.10E-44
509.61,0.08,8.11E-44
509.809,-0.05,-5.07E-44
510.008,0,0
510.207,0.03,3.04E-44
510.406,-0.12,-1.22E-43
510.605,-0.05,-5.08E-44
510.804,0.02,2.03E-44
511.003,0.02,2.03E-44
511.202,-0.12,-1.22E-43
511.401,0.04,4.07E-44
511.6,-0.3,-3.05E-43
511.799,0,0
511.998,-0.01,-1.02E-44
512.197,-0.05,-5.09E-44
512.396,-0.01,-1.02E-44
512.594,0,0
512.793,0.02,2.04E-44
512.992,0.03,3.06E-44
513.191,0.01,1.02E-44
513.39,-0.05,-5.10E-44
513.589,-0.13,-1.33E-43
513.787,-0.1,-1.02E-43
513.986,-0.04,-4.09E-44
514.185,-0.02,-2.04E-44
514.384,-0.06,-6.14E-44
514.583,-0.01,-1.02E-44
514.781,0.12,1.23E-43
514.98,0.09,9.21E-44
515.179,-0.01,-1.02E-44
515.377,0.04,4.10E-44
515.576,-0.06,-6.15E-44
515.775,-0.02,-2.05E-44
515.973,-0.07,-7.18E-44
516.172,-0.06,-6.16E-44
516.37,-0.08,-8.21E-44
516.569,-0.07,-7.19E-44
516.768,0.06,6.16E-44
516.966,-0.01,-1.03E-44
517.165,-0.15,-1.54E-43
517.363,-0.18,-1.85E-43
517.562,-0.02,-2.06E-44
517.76,0.11,1.13E-43
517.959,-0.04,-4.12E-44
518.157,-0.18,-1.85E-43
518.356,-0.1,-1.03E-43
518.554,0.03,3.09E-44
518.753,-0.09,-9.28E-44
518.951,-0.02,-2.06E-44
519.149,0.04,4.13E-44
519.348,-0.02,-2.07E-44
519.546,0.02,2.07E-44
519.744,-0.07,-7.23E-44
519.943,0.02,2.07E-44
520.141,0.02,2.07E-44
520.339,-0.08,-8.28E-44
520.538,-0.03,-3.10E-44
520.736,-0.04,-4.14E-44
520.934,0.03,3.11E-44
521.132,0.05,5.18E-44
521.331,-0.03,-3.11E-44
521.529,0.03,3.11E-44
521.727,-0.11,-1.14E-43
521.925,-0.02,-2.08E-44
522.123,0.06,6.23E-44
522.322,0.14,1.45E-43
522.52,-0.04,-4.16E-44
522.718,-0.1,-1.04E-43
522.916,-0.08,-8.32E-44
523.114,0.13,1.35E-43
523.312,0.03,3.12E-44
523.51,0.04,4.16E-44
523.708,-0.11,-1.15E-43
523.906,0.02,2.08E-44
524.104,-0.06,-6.25E-44
524.302,0.15,1.56E-43
524.5,-0.06,-6.26E-44
524.698,-0.09,-9.39E-44
524.896,-0.01,-1.04E-44
525.094,0.02,2.09E-44
525.292,-0.07,-7.31E-44
525.49,-0.01,-1.04E-44
525.688,-0.01,-1.05E-44
525.886,-0.1,-1.05E-43
526.083,0.1,1.05E-43
526.281,0.01,1.05E-44
526.479,-0.16,-1.67E-43
526.677,0,0
526.875,-0.01,-1.05E-44
527.072,-0.04,-4.19E-44
527.27,-0.03,-3.14E-44
527.468,0.09,9.44E-44
527.666,0.01,1.05E-44
527.863,0,0
528.061,-0.04,-4.20E-44
528.259,0.02,2.10E-44
528.456,0.05,5.25E-44
528.654,0.04,4.20E-44
528.852,0.04,4.21E-44
529.049,0.11,1.16E-43
529.247,-0.05,-5.26E-44
529.445,-0.06,-6.32E-44
529.642,-0.04,-4.21E-44
529.84,0.1,1.05E-43
530.037,0.12,1.26E-43
530.235,-0.05,-5.27E-44
530.432,-0.03,-3.16E-44
530.63,0.12,1.27E-43
530.827,-0.02,-2.11E-44
531.025,-0.05,-5.28E-44
531.222,-0.07,-7.39E-44
531.42,-0.06,-6.34E-44
531.617,-0.13,-1.37E-43
531.815,0.02,2.11E-44
532.012,-0.02,-2.12E-44
532.209,-0.07,-7.41E-44
532.407,-0.07,-7.41E-44
532.604,0.07,7.41E-44
532.801,0.03,3.18E-44
532.999,0.05,5.30E-44
533.196,0.05,5.30E-44
533.393,-0.08,-8.48E-44
533.591,0.12,1.27E-43
533.788,0,0
533.985,0.06,6.37E-44
534.182,0.1,1.06E-43
534.38,-0.04,-4.25E-44
534.577,-0.06,-6.38E-44
534.774,0.05,5.32E-44
534.971,-0.02,-2.13E-44
535.168,0.08,8.51E-44
535.365,-0.06,-6.39E-44
535.562,-0.1,-1.06E-43
535.76,0.05,5.33E-44
535.957,-0.01,-1.07E-44
536.154,0,0
536.351,0.04,4.27E-44
536.548,-0.03,-3.20E-44
536.745,-0.09,-9.60E-44
536.942,-0.07,-7.47E-44
537.139,-0.02,-2.14E-44
537.336,-0.02,-2.14E-44
537.533,-0.1,-1.07E-43
537.73,0.06,6.41E-44
537.927,-0.07,-7.49E-44
538.124,-0.09,-9.63E-44
538.321,0.11,1.18E-43
538.517,-0.11,-1.18E-43
538.714,0.02,2.14E-44
538.911,-0.06,-6.43E-44
539.108,0,0
539.305,-0.05,-5.36E-44
539.502,0.01,1.07E-44
539.698,-0.2,-2.15E-43
539.895,-0.07,-7.51E-44
540.092,-0.12,-1.29E-43
540.289,-0.02,-2.15E-44
540.485,0.04,4.30E-44
540.682,-0.05,-5.37E-44
540.879,-0.12,-1.29E-43
541.076,-0.01,-1.08E-44
541.272,-0.04,-4.30E-44
541.469,-0.06,-6.46E-44
541.666,-0.1,-1.08E-43
541.862,0.08,8.62E-44
542.059,-0.03,-3.23E-44
542.255,0,0
542.452,0.05,5.39E-44
542.649,0.14,1.51E-43
542.845,0.09,9.71E-44
543.042,0.13,1.40E-43
543.238,0.01,1.08E-44
543.435,0.04,4.32E-44
543.631,-0.01,-1.08E-44
543.828,-0.06,-6.49E-44
544.024,-0.02,-2.16E-44
544.22,-0.13,-1.41E-43
544.417,0.02,2.16E-44
544.613,0.05,5.41E-44
544.81,0.02,2.17E-44
545.006,0.05,5.42E-44
545.202,-0.03,-3.25E-44
545.399,-0.05,-5.42E-44
545.595,-0.03,-3.25E-44
545.791,-0.07,-7.60E-44
545.988,0.12,1.30E-43
546.184,0.13,1.41E-43
546.38,0.03,3.26E-44
546.577,0.05,5.43E-44
546.773,-0.04,-4.35E-44
546.969,0.04,4.35E-44
547.165,0.09,9.79E-44
547.361,0.02,2.18E-44
547.558,0.14,1.52E-43
547.754,0.13,1.42E-43
547.95,-0.07,-7.63E-44
548.146,-0.09,-9.81E-44
548.342,0.05,5.45E-44
548.538,0.11,1.20E-43
548.734,0,0
548.93,0.15,1.64E-43
549.126,0.06,6.55E-44
549.322,0.03,3.28E-44
549.518,0.13,1.42E-43
