wavelength,power,intensity
229.741,-3.09,
229.958,-3.95,
230.175,1.14,
230.392,-6.73,
230.61,-3.76,
230.827,-1.78,
231.044,-13.82,
231.261,-3.92,
231.479,-3.42,
231.696,3.64,
231.913,-1.41,
232.13,-10.16,
232.347,-3.31,
232.564,-5.13,
232.781,-1.3,
232.999,-4.5,
233.216,0.88,
233.433,-1.06,
233.65,-3.46,
233.867,6.27,
234.084,-4.66,
234.301,-10.93,
234.518,3.1,
234.735,-4.74,
234.952,-6.11,
235.169,-4.05,
235.386,3.52,
235.603,-3.87,
235.82,0.86,
236.037,-0.31,
236.254,-3.19,
236.471,7.23,
236.688,-1.87,
236.905,-4.71,
237.121,-4.62,
237.338,1.18,
237.555,-1.64,
237.772,4.8,
237.989,-3.73,
238.206,1.63,
238.423,0.91,
238.639,-3.49,
238.856,-3.3,
239.073,4.29,
239.29,-3.5,
239.506,0.42,
239.723,-6.27,
239.94,2.4,
240.157,-1.63,
240.373,-0.55,
240.59,-2.89,
240.807,-3.19,
241.023,5.44,
241.24,-9.3,
241.457,1.69,
241.673,-2.24,
241.89,-2.51,
242.107,3.14,
242.323,-3.95,
242.54,-0.51,
242.756,0.06,
242.973,-4.86,
243.189,-3.6,
243.406,-3.54,
243.622,-4.34,
243.839,2.04,
244.055,-1.77,
244.272,-1.45,
244.488,-0.69,
244.705,-2.29,
244.921,-2.08,
245.138,0.55,
245.354,3.44,
245.571,-2.08,
245.787,-4.34,
246.003,-0.43,
246.22,0.83,
246.436,-3.97,
246.653,-7.33,
246.869,-1.88,
247.085,-0.6,
247.302,1.83,
247.518,3.35,
247.734,0.7,
247.95,-4.04,
248.167,-2.16,
248.383,1.48,
248.599,1.69,
248.815,-1.84,
249.032,-1.39,
249.248,-2.7,
249.464,-3.17,
249.68,-1.94,
249.896,-2.88,
250.113,-3.07,
250.329,-8.29,
250.545,-2.28,
250.761,-3.92,
250.977,-0.41,
251.193,2.69,
251.409,-2.04,
251.625,1.05,
251.841,0.17,
252.057,-0.86,
252.273,0.01,
252.489,-1.78,
252.705,-3.82,
252.921,-0.78,
253.137,-0.39,
253.353,-4.58,
253.569,-0.38,
253.785,1.74,
254.001,-2.14,
254.217,-1.63,
254.433,1.64,
254.649,-1.01,
254.865,3.36,
255.081,-5.54,
255.297,-5.72,
255.512,-1.62,
255.728,2.75,
255.944,-2.92,
256.16,2.39,
256.376,3.47,
256.592,-0.59,
256.807,-3.39,
257.023,-1.35,
257.239,-1.46,
257.455,-2.83,
257.67,-6.22,
257.886,0.65,
258.102,-0.96,
258.317,2.07,
258.533,-2.44,
258.749,-0.91,
258.964,1.87,
259.18,2.81,
259.396,-3.52,
259.611,1.05,
259.827,2.54,
260.043,-2.07,
260.258,-2.2,
260.474,-1.4,
260.689,-4.84,
260.905,0.59,
261.12,-5.17,
261.336,-3.19,
261.551,-1.08,
261.767,1.42,
261.982,-6.98,
262.198,-1.93,
262.413,-2.36,
262.629,-2.19,
262.844,-1.63,
263.06,-1.66,
263.275,-0.23,
263.49,-2.66,
263.706,2.52,
263.921,-2.95,
264.136,-0.61,
264.352,-0.35,
264.567,-2.85,
264.782,-0.67,
264.998,-1.72,
265.213,-2.33,
265.428,1.23,
265.644,-0.59,
265.859,-1.27,
266.074,-2.7,
266.289,-1.21,
266.505,-0.67,
266.72,-0.06,
266.935,-2.02,
267.15,-7.95,
267.365,-1.27,
267.581,0.52,
267.796,-0.51,
268.011,-3.57,
268.226,1.2,
268.441,-0.38,
268.656,-2.31,
268.871,-0.65,
269.086,-1.52,
269.301,-1.94,
269.516,0.06,
269.731,-4.32,
269.946,-0.2,
270.162,-2.27,
270.377,0.38,
270.591,2,
270.806,-1.09,
271.021,1.73,
271.236,-1.46,
271.451,-2.25,
271.666,1.57,
271.881,-1.77,
272.096,-2.36,
272.311,-0.69,
272.526,-1.22,
272.741,-0.69,
272.956,1.26,
273.17,-0.55,
273.385,-0.41,
273.6,-2.69,
273.815,-0.68,
274.03,0,
274.244,-2.18,
274.459,-1.16,
274.674,0.84,
274.889,-0.85,
275.103,-0.8,
275.318,-1.21,
275.533,-5.05,
275.747,-1.44,
275.962,-4.7,
276.177,-2.62,
276.391,-2.31,
276.606,-0.31,
276.821,-0.33,
277.035,1.34,
277.25,-3.66,
277.465,-0.48,
277.679,1.58,
277.894,-1.21,
278.108,-0.9,
278.323,0.38,
278.537,-1.22,
278.752,1.37,
278.966,0.45,
279.181,-1.37,
279.395,-2.72,
279.61,0.3,
279.824,-1.13,
280.039,1.91,
280.253,-2.22,
280.467,-6.6,
280.682,0.05,
280.896,-0.73,
281.111,0.48,
281.325,-1.41,
281.539,-1.17,
281.754,-1.05,
281.968,1.42,
282.182,1.35,
282.397,-3.46,
282.611,1.41,
282.825,0.81,
283.039,-0.43,
283.254,-0.11,
283.468,-0.61,
283.682,-0.15,
283.896,-1.15,
284.111,0.45,
284.325,-2.73,
284.539,-1.45,
284.753,-0.57,
284.967,-0.26,
285.181,0.4,
285.395,0.16,
285.61,0.11,
285.824,-0.37,
286.038,-1.81,
286.252,-1.64,
286.466,-0.06,
286.68,-1.28,
286.894,-0.69,
287.108,0.29,
287.322,1.64,
287.536,-0.32,
287.75,-3.6,
287.964,-1.31,
288.178,-0.42,
288.392,-1.68,
288.606,1.01,
288.82,-0.02,
289.034,-0.14,
289.248,-0.29,
289.461,-0.37,
289.675,0.21,
289.889,-1.33,
290.103,0.02,
290.317,0.23,
290.531,-0.34,
290.744,-1.55,
290.958,0.12,
291.172,-1.16,
291.386,-0.06,
291.6,-2.65,
291.813,-0.28,
292.027,-0.61,
292.241,1.17,
292.454,1.06,
292.668,-1.6,
292.882,0.84,
293.096,-0.17,
293.309,-0.5,
293.523,-0.98,
293.736,-0.52,
293.95,-0.73,
294.164,1.05,
294.377,-2.07,
294.591,-0.81,
294.804,-0.73,
295.018,-1.4,
295.232,-0.03,
295.445,-0.15,
295.659,-1.13,
295.872,-1.68,
296.086,0.37,
296.299,-3.03,
296.512,-2.71,
296.726,0.55,
296.939,-0.36,
297.153,0.59,
297.366,1.15,
297.58,-2.24,
297.793,-1.28,
298.006,-2.51,
298.22,-0.97,
298.433,-1.86,
298.646,0.72,
298.86,-1.03,
299.073,-0.53,
299.286,-0.97,
299.5,-0.32,
299.713,-0.21,
299.926,-0.69,
300.139,0.83,
300.353,-2.1,
300.566,1.14,
300.779,-0.28,
300.992,-0.52,
301.206,-0.84,
301.419,-0.24,
301.632,-0.36,
301.845,1.8,
302.058,-0.22,
302.271,-0.48,
302.484,-0.43,
302.697,0.23,
302.911,-1.87,
303.124,-1.1,
303.337,0.68,
303.55,-1.28,
303.763,-1.25,
303.976,-0.39,
304.189,-2.08,
304.402,-0.7,
304.615,-0.33,
304.828,0.62,
305.041,0.8,
305.254,-0.16,
305.467,-0.48,
305.679,-1.3,
305.892,-0.5,
306.105,1.04,
306.318,-0.48,
306.531,-2.42,
306.744,-1.25,
306.957,-0.21,
307.17,0.85,
307.382,-0.36,
307.595,-0.63,
307.808,0,
308.021,-0.81,
308.233,0.17,
308.446,-1.72,
308.659,-0.8,
308.872,-2.03,
309.084,-0.06,
309.297,0.35,
309.51,-0.11,
309.722,0.43,
309.935,-1.28,
310.148,0.69,
310.36,-0.49,
310.573,0.52,
310.786,-2.58,
310.998,0.35,
311.211,-0.7,
311.423,-1.64,
311.636,-0.29,
311.848,-1.86,
312.061,-2.78,
312.274,-0.75,
312.486,-0.78,
312.699,-1.32,
312.911,0,
313.123,-2.11,
313.336,0.82,
313.548,-1.03,
313.761,-1.46,
313.973,-0.94,
314.186,-0.55,
314.398,-0.97,
314.61,-0.86,
314.823,0.55,
315.035,-1.75,
315.247,-1.53,
315.46,0.17,
315.672,-1.38,
315.884,0.67,
316.097,-0.9,
316.309,-0.17,
316.521,0.14,
316.733,-0.56,
316.946,-0.48,
317.158,-0.01,
317.37,-0.31,
317.582,-1.95,
317.794,0.03,
318.007,0.2,
318.219,-0.58,
318.431,0.31,
318.643,0.5,
318.855,0.42,
319.067,-1.56,
319.279,-1.06,
319.491,-0.03,
319.704,-0.34,
319.916,0.11,
320.128,-2.2,
320.34,-0.23,
320.552,-0.29,
320.764,-0.41,
320.976,-0.06,
321.188,-0.55,
321.4,-0.21,
321.612,-0.76,
321.824,0.4,
322.035,-0.12,
322.247,1.31,
322.459,0.84,
322.671,-1.36,
322.883,-0.51,
323.095,-0.58,
323.307,0.85,
323.519,-0.84,
323.73,0.17,
323.942,-1.09,
324.154,-1.4,
324.366,0.2,
324.577,0.58,
324.789,-1.19,
325.001,0.41,
325.213,-0.36,
325.424,-0.1,
325.636,-0.56,
325.848,0.35,
326.06,0.89,
326.271,-2.2,
326.483,-1.35,
326.694,0.33,
326.906,0.9,
327.118,-1.18,
327.329,0.5,
327.541,0.46,
327.752,-1.14,
327.964,-0.95,
328.176,-0.62,
328.387,-1.45,
328.599,-0.36,
328.81,-1.25,
329.022,-0.21,
329.233,0.68,
329.445,-3.06,
329.656,-0.12,
329.867,-1.58,
330.079,-1.92,
330.29,-1.33,
330.502,-0.81,
330.713,-0.2,
330.924,-0.16,
331.136,-2.43,
331.347,-0.31,
331.559,0.33,
331.77,-0.04,
331.981,-0.99,
332.192,0.28,
332.404,-1.71,
332.615,0.14,
332.826,-0.4,
333.038,-1.62,
333.249,-0.18,
333.46,-1.1,
333.671,-0.4,
333.882,-0.19,
334.094,-0.01,
334.305,-0.38,
334.516,-0.95,
334.727,0.54,
334.938,0.33,
335.149,0.94,
335.36,-0.16,
335.571,0.14,
335.782,-0.51,
335.994,-1.24,
336.205,0.11,
336.416,-0.53,
336.627,0.54,
336.838,-0.7,
337.049,-1.43,
337.26,-0.03,
337.471,0.09,
337.682,0.38,
337.893,-0.77,
338.103,-1.63,
338.314,-0.16,
338.525,-0.9,
338.736,-0.61,
338.947,-0.33,
339.158,-1.51,
339.369,-3.21,
339.58,-0.11,
339.79,-1.08,
340.001,-4.3,
340.212,-1.08,
340.423,0.36,
340.634,-0.53,
340.844,-0.56,
341.055,-1.08,
341.266,-0.84,
341.477,-0.52,
341.687,-0.2,
341.898,1.43,
342.109,-1.41,
342.319,0.34,
342.53,-0.49,
342.741,0.39,
342.951,-0.33,
343.162,-1.78,
343.372,-0.53,
343.583,1.66,
343.794,-1.11,
344.004,0.08,
344.215,-1.37,
344.425,-0.46,
344.636,-1.4,
344.846,-1.19,
345.057,-0.42,
345.267,-0.15,
345.478,-1.2,
345.688,-0.48,
345.899,-0.18,
346.109,-0.63,
346.319,-0.92,
346.53,1.5,
346.74,0.73,
346.951,-0.02,
347.161,-0.64,
347.371,-1,
347.582,-0.76,
347.792,1.26,
348.002,-1.35,
348.213,-0.71,
348.423,0.52,
348.633,-0.72,
348.843,0.1,
349.054,-0.2,
349.264,-0.1,
349.474,1.12,
349.684,-0.14,
349.894,-0.28,
350.105,0.8,
350.315,-0.93,
350.525,-0.08,
350.735,-1,
350.945,0.35,
351.155,-1.23,
351.365,-0.62,
351.575,-0.3,
351.786,-1.67,
351.996,0.36,
352.206,-1.41,
352.416,-0.37,
352.626,0.65,
352.836,0.28,
353.046,0.72,
353.256,-1.44,
353.466,-0.45,
353.676,-0.16,
353.885,-0.29,
354.095,-1.26,
354.305,0.35,
354.515,0.2,
354.725,0.16,
354.935,0.86,
355.145,0.7,
355.355,-0.09,
355.565,-1.56,
355.774,-1.27,
355.984,-0.26,
356.194,0.74,
356.404,-0.95,
356.613,0.78,
356.823,-0.94,
357.033,-1.84,
357.243,-1.14,
357.452,-1.4,
357.662,-0.49,
357.872,-1.13,
358.081,-0.81,
358.291,-1.32,
358.501,-0.22,
358.71,-0.61,
358.92,-1.47,
359.13,0.25,
359.339,0.56,
359.549,-1.9,
359.758,0.08,
359.968,1.18,
360.177,1.36,
360.387,-1.01,
360.596,-0.86,
360.806,0.42,
361.015,-0.05,
361.225,-0.2,
361.434,-1.23,
361.644,0.05,
361.853,-0.92,
362.063,0.59,
362.272,-1.58,
362.481,-0.1,
362.691,-0.61,
362.9,0.21,
363.109,-0.24,
363.319,-0.18,
363.528,-0.66,
363.737,-1.57,
363.947,-2.4,
364.156,-1.53,
364.365,-0.95,
364.574,0.43,
364.784,-1.39,
364.993,-0.01,
365.202,-1.27,
365.411,0.05,
365.621,0.09,
365.83,-0.67,
366.039,-0.57,
366.248,-0.96,
366.457,-0.61,
366.666,0.18,
366.875,-0.96,
367.084,-0.96,
367.294,0.78,
367.503,1.21,
367.712,-0.09,
367.921,-1.73,
368.13,-0.35,
368.339,0.67,
368.548,-0.8,
368.757,-1.69,
368.966,-1.28,
369.175,0.05,
369.384,-0.21,
369.593,-0.77,
369.801,-1.53,
370.01,0.38,
370.219,-1.58,
370.428,-1.04,
370.637,0.24,
370.846,-0.27,
371.055,1.45,
371.263,0.48,
371.472,0.21,
371.681,-0.71,
371.89,0.46,
372.099,1.38,
372.307,-0.9,
372.516,-1.79,
372.725,-0.05,
372.934,-0.61,
373.142,1.36,
373.351,1.39,
373.56,-1.7,
373.768,-0.81,
373.977,-0.12,
374.186,-0.42,
374.394,1.14,
374.603,-0.11,
374.811,-0.15,
375.02,-0.11,
375.228,-0.46,
375.437,-0.52,
375.646,-1.51,
375.854,0.03,
376.063,-0.21,
376.271,-2.08,
376.48,-0.39,
376.688,-0.35,
376.896,-0.88,
377.105,0.21,
377.313,-1.48,
377.522,-0.49,
377.73,0.59,
377.939,-0.24,
378.147,0.89,
378.355,-1.75,
378.564,0.29,
378.772,0.8,
378.98,-1.24,
379.189,0.01,
379.397,-1.75,
379.605,-2.22,
379.813,-0.48,
380.022,0.12,
380.23,-0.86,
380.438,-0.34,
380.646,-0.88,
380.855,-1.78,
381.063,0.8,
381.271,-0.26,
381.479,-0.73,
381.687,-0.19,
381.895,-0.71,
382.103,0.96,
382.312,-0.43,
382.52,0.17,
382.728,-0.59,
382.936,0.25,
383.144,-1.17,
383.352,0.44,
383.56,-0.7,
383.768,-0.3,
383.976,-1.77,
384.184,-1.46,
384.392,0.21,
384.6,0,
384.808,-0.02,
385.016,1.11,
385.224,-0.64,
385.431,0.53,
385.639,0.6,
385.847,-1.16,
386.055,-1.51,
386.263,-0.02,
386.471,-0.91,
386.678,-1.07,
386.886,-0.28,
387.094,-0.58,
387.302,-0.01,
387.51,0.37,
387.717,-0.65,
387.925,-0.12,
388.133,-0.63,
388.341,-0.51,
388.548,-1.29,
388.756,0.09,
388.964,-0.01,
389.171,0.07,
389.379,0.18,
389.586,-1.67,
389.794,-0.67,
390.002,-1.27,
390.209,-1.29,
390.417,-0.62,
390.624,0.29,
390.832,0.38,
391.039,0.23,
391.247,-0.39,
391.454,-1.12,
391.662,-0.5,
391.869,-0.59,
392.077,0.06,
392.284,-0.27,
392.492,0.26,
392.699,-0.94,
392.907,-0.78,
393.114,0.9,
393.321,-0.44,
393.529,-0.3,
393.736,-0.49,
393.943,-1.03,
394.151,-0.11,
394.358,0.09,
394.565,0.18,
394.773,-0.6,
394.98,0.93,
395.187,-0.21,
395.394,-0.36,
395.601,0.55,
395.809,-0.39,
396.016,-0.36,
396.223,-0.12,
396.43,-1.55,
396.637,-0.54,
396.845,-0.32,
397.052,-1.57,
397.259,0.7,
397.466,-0.91,
397.673,-0.09,
397.88,-0.44,
398.087,-1.17,
398.294,0,
398.501,1.09,
398.708,0,
398.915,0,
399.122,0.18,
399.329,1.3,
399.536,0.24,
399.743,-0.28,
399.95,-1.62,
400.157,-0.99,
400.364,0.06,
400.571,0.81,
400.778,-0.74,
400.984,-0.5,
401.191,-0.8,
401.398,0.05,
401.605,-1.88,
401.812,-1.73,
402.018,-2.13,
402.225,-1.09,
402.432,-0.86,
402.639,0.35,
402.846,-1.48,
403.052,0.72,
403.259,0.55,
403.466,-0.66,
403.672,0.17,
403.879,-0.4,
404.086,-1.75,
404.292,0.13,
404.499,-1.11,
404.706,-0.89,
404.912,-0.56,
405.119,-0.28,
405.325,-1.46,
405.532,-1.96,
405.738,-0.37,
405.945,0.41,
406.151,0.34,
406.358,-0.14,
406.564,-0.68,
406.771,-0.35,
406.977,-1.41,
407.184,0.24,
407.39,-1.05,
407.597,0.19,
407.803,-1.65,
408.009,0.38,
408.216,-0.4,
408.422,-0.23,
408.629,-0.47,
408.835,-0.44,
409.041,1.32,
409.248,0.67,
409.454,-0.73,
409.66,-1.15,
409.866,-0.26,
410.073,-0.02,
410.279,0.81,
410.485,-0.29,
410.691,-0.17,
410.897,-0.38,
411.104,-0.74,
411.31,-0.96,
411.516,-0.01,
411.722,-0.1,
411.928,-1.24,
412.134,-0.38,
412.34,-0.87,
412.547,-0.88,
412.753,-0.82,
412.959,-1.06,
413.165,-0.04,
413.371,-0.29,
413.577,0.37,
413.783,-1.94,
413.989,-1.43,
414.195,0.44,
414.401,-0.22,
414.607,-0.84,
414.812,-0.13,
415.018,-0.89,
415.224,-1.41,
415.43,0.56,
415.636,-0.51,
415.842,-0.97,
416.048,0.1,
416.254,-1.23,
416.459,-2.01,
416.665,-0.56,
416.871,0.26,
417.077,0.44,
417.283,0.06,
417.488,-1.81,
417.694,-1.21,
417.9,-0.78,
418.105,-0.55,
418.311,0.41,
418.517,-0.46,
418.722,-0.16,
418.928,-0.35,
419.134,0.39,
419.339,0.53,
419.545,-0.74,
419.751,-0.8,
419.956,0.08,
420.162,-0.03,
420.367,-1.16,
420.573,-1.07,
420.778,0.4,
420.984,-0.34,
421.189,0.05,
421.395,-1.26,
421.6,0.49,
421.806,-0.13,
422.011,-0.58,
422.217,0.77,
422.422,-0.68,
422.627,0.34,
422.833,-0.71,
423.038,0.13,
423.243,-0.31,
423.449,-1.32,
423.654,0.04,
423.859,-1.96,
424.065,-0.58,
424.27,-0.63,
424.475,-0.02,
424.681,-0.1,
424.886,-0.5,
425.091,0.53,
425.296,0.2,
425.501,-1.91,
425.707,0.14,
425.912,-0.26,
426.117,-0.13,
426.322,-0.5,
426.527,0.12,
426.732,-0.84,
426.937,-1.16,
427.142,-1.04,
427.348,-0.1,
427.553,-1.03,
427.758,0.58,
427.963,-1.04,
428.168,0.16,
428.373,0.3,
428.578,-0.54,
428.783,-0.03,
428.988,-1.12,
429.193,-0.82,
429.397,0.08,
429.602,-0.29,
429.807,0.26,
430.012,-0.37,
430.217,0.64,
430.422,-0.73,
430.627,-1.41,
430.832,-0.94,
431.036,-1.76,
431.241,-0.38,
431.446,-1.27,
431.651,-1.19,
431.855,0.34,
432.06,-0.25,
432.265,-0.24,
432.47,-0.24,
432.674,0.27,
432.879,0.23,
433.084,-0.9,
433.288,-0.22,
433.493,0.04,
433.698,0.19,
433.902,-1.03,
434.107,-0.18,
434.311,1.54,
434.516,1.77,
434.721,1.17,
434.925,4.78,
435.13,5.8,
435.334,9.32,
435.539,10.83,
435.743,16.16,
435.948,16.08,
436.152,21.36,
436.357,22.36,
436.561,26.71,
436.765,29.17,
436.97,31.97,
437.174,33.61,
437.379,37.54,
437.583,37.71,
437.787,43.56,
437.992,43.4,
438.196,47.2,
438.4,49.62,
438.605,51.2,
438.809,54.12,
439.013,56.52,
439.217,57.42,
439.422,63.35,
439.626,63.37,
439.83,68.15,
440.034,70.51,
440.238,72.31,
440.442,74.31,
440.647,80.56,
440.851,83.44,
441.055,85.67,
441.259,86.87,
441.463,91.68,
441.667,93.36,
441.871,95.64,
442.075,100.36,
442.279,106.51,
442.483,101.93,
442.687,113.96,
442.891,110.5,
443.095,114.41,
443.299,115.78,
443.503,119.81,
443.707,120.92,
443.911,119.48,
444.115,112.57,
444.319,115.06,
444.523,110.45,
444.726,103.43,
444.93,96.51,
445.134,94.32,
445.338,84.33,
445.542,76.44,
445.746,68.17,
445.949,58.61,
446.153,52,
446.357,44.9,
446.561,36.75,
446.764,31.79,
446.968,24.05,
447.172,20.95,
447.375,14.44,
447.579,9.11,
447.783,6.11,
447.986,5.14,
448.19,2.46,
448.393,0.96,
448.597,1.3,
448.801,0.89,
449.004,-1.4,
449.208,-0.15,
449.411,0.3,
449.615,0.36,
449.818,-1.18,
450.022,-0.08,
450.225,-0.66,
450.429,0.08,
450.632,-0.15,
450.836,-0.79,
451.039,-0.39,
451.242,-1.34,
451.446,-0.98,
451.649,0.4,
451.852,0.27,
452.056,-0.98,
452.259,-0.76,
452.462,0.73,
452.666,0.31,
452.869,0.68,
453.072,-0.96,
453.276,0.41,
453.479,-1.8,
453.682,-1.37,
453.885,0.02,
454.088,0.94,
454.292,0.14,
454.495,-0.18,
454.698,-1.16,
454.901,0.51,
455.104,-0.12,
455.307,-0.27,
455.51,-0.9,
455.713,0.97,
455.916,-1.37,
456.12,0.32,
456.323,-0.31,
456.526,1.22,
456.729,-1.97,
456.932,0.13,
457.135,-0.52,
457.338,-1.08,
457.54,-0.2,
457.743,1.52,
457.946,-0.76,
458.149,1,
458.352,-0.47,
458.555,0.33,
458.758,0.38,
458.961,-0.65,
459.164,0.34,
459.366,0.37,
459.569,0.22,
459.772,-0.61,
459.975,-0.77,
460.178,0.48,
460.38,-1,
460.583,0.18,
460.786,-0.64,
460.988,0.2,
461.191,0.26,
461.394,0.7,
461.596,-0.86,
461.799,0.26,
462.002,-0.3,
462.204,-1.27,
462.407,-1.89,
462.61,0.69,
462.812,-0.8,
463.015,0.21,
463.217,0.03,
463.42,0.74,
463.622,-0.66,
463.825,-1.14,
464.027,-1.99,
464.23,-1.18,
464.432,0.61,
464.635,-2.19,
464.837,-1.46,
465.039,-0.1,
465.242,-0.51,
465.444,-1.03,
465.647,-1.17,
465.849,-1.19,
466.051,0.09,
466.254,-0.99,
466.456,-0.92,
466.658,0.2,
466.86,-0.78,
467.063,0.09,
467.265,0.13,
467.467,0.59,
467.669,-1.14,
467.872,0.1,
468.074,-0.78,
468.276,0.09,
468.478,-0.01,
468.68,0.57,
468.882,-0.41,
469.085,-0.03,
469.287,0.63,
469.489,0.01,
469.691,0.68,
469.893,0.34,
470.095,-0.22,
470.297,0.64,
470.499,0.41,
470.701,0.03,
470.903,0.32,
471.105,0.05,
471.307,-0.41,
471.509,-0.14,
471.711,-0.51,
471.913,0.36,
472.115,0.44,
472.316,-0.49,
472.518,-0.57,
472.72,-0.47,
472.922,-0.99,
473.124,-0.12,
473.326,0.56,
473.527,0.53,
473.729,0.37,
473.931,0.29,
474.133,-1.03,
474.335,-0.55,
474.536,0.67,
474.738,-0.26,
474.94,-0.24,
475.141,-0.66,
475.343,-0.05,
475.545,-0.24,
475.746,-0.56,
475.948,-0.16,
476.149,-0.67,
476.351,-0.57,
476.553,-0.99,
476.754,0.54,
476.956,0.7,
477.157,-0.07,
477.359,0.27,
477.56,-0.41,
477.762,-0.14,
477.963,0.49,
478.165,0.34,
478.366,-0.1,
478.568,-0.72,
478.769,-0.27,
478.97,0.26,
479.172,0.36,
479.373,-0.7,
479.575,1.14,
479.776,-0.37,
479.977,-0.12,
480.179,-0.08,
480.38,-0.35,
480.581,-0.8,
480.782,-0.7,
480.984,-0.13,
481.185,0.19,
481.386,0.29,
481.587,0.36,
481.788,-0.41,
481.99,-0.03,
482.191,0.03,
482.392,-0.76,
482.593,-0.12,
482.794,0.38,
482.995,-0.38,
483.196,-0.1,
483.397,-0.13,
483.599,-0.01,
483.8,-0.8,
484.001,0.28,
484.202,-0.52,
484.403,-0.33,
484.604,-0.47,
484.805,0.08,
485.006,0.02,
485.206,0.02,
485.407,-0.37,
485.608,-0.15,
485.809,-0.69,
486.01,-0.24,
486.211,-0.97,
486.412,-0.04,
486.613,0.21,
486.813,0.49,
487.014,-0.75,
487.215,-0.22,
487.416,-0.34,
487.617,-0.51,
487.817,-0.25,
488.018,0.48,
488.219,0.08,
488.42,-0.07,
488.62,-0.1,
488.821,-0.28,
489.022,-0.14,
489.222,0.15,
